od_id,od_nome,od_area,od_ano,od_municip,area,perimeter,geometry,d_m_1995,d_m_1996,d_m_1997,d_m_1998,d_m_1999,d_m_2000,d_m_2001,d_m_2002,d_m_2003,d_m_2004,d_m_2005,d_m_2006,d_m_2007,d_m_2008,d_m_2009,d_m_2010,d_m_2011,d_m_2012,d_m_2013,d_m_2014,d_m_2015,d_m_2016,d_m_2017,d_m_2018,d_m_2019
55,França Pinto,112.14,2017,36,1118692.8811035156,4690.149869498711,POINT (332479.94976638444 7390220.296799217),1341.876567297015,1341.876567297015,1341.876567297015,1341.876567297015,1341.876567297015,1341.876567297015,1341.876567297015,1341.876567297015,1341.876567297015,1341.876567297015,1341.876567297015,1341.876567297015,1112.8713883230155,1112.8713883230155,1112.8713883230155,1112.8713883230155,1112.8713883230155,1112.8713883230155,1112.8713883230155,1112.8713883230155,1112.8713883230155,1112.8713883230155,1112.8713883230155,1112.8713883230155,1033.493550256269
62,Parque Ibirapuera,283.70,2017,36,2830311.6794433594,7743.531219741998,POINT (330959.0191256361 7390783.65857708),2136.48747222751,2136.48747222751,2136.48747222751,2136.48747222751,2136.48747222751,2136.48747222751,2136.48747222751,2136.48747222751,2136.48747222751,2136.48747222751,2136.48747222751,2136.48747222751,2136.48747222751,2136.48747222751,2136.48747222751,2136.48747222751,2136.48747222751,2136.48747222751,2136.48747222751,2136.48747222751,2136.48747222751,2136.48747222751,2136.48747222751,2136.48747222751,1960.1850031890299
56,Rodrigues Alves,103.55,2017,36,1033049.6647949219,4306.792468428311,POINT (332268.30090962927 7391049.719709537),1195.734540754771,1195.734540754771,1195.734540754771,1195.734540754771,1195.734540754771,1195.734540754771,1195.734540754771,1195.734540754771,1195.734540754771,1195.734540754771,1195.734540754771,1195.734540754771,1161.9624831236538,1161.9624831236538,1161.9624831236538,1161.9624831236538,1161.9624831236538,1161.9624831236538,1161.9624831236538,1161.9624831236538,1161.9624831236538,1161.9624831236538,1161.9624831236538,1161.9624831236538,1161.5226512584954
49,Ana Rosa,94.46,2017,36,942391.1657714844,4878.482748477564,POINT (333175.79666466935 7391436.658908995),1166.7960600458148,1166.7960600458148,1166.7960600458148,1166.7960600458148,1166.7960600458148,1166.7960600458148,1166.7960600458148,1166.7960600458148,1166.7960600458148,1166.7960600458148,1166.7960600458148,1166.7960600458148,1071.5905283963857,1071.5905283963857,1071.5905283963857,1071.5905283963857,1071.5905283963857,1071.5905283963857,1071.5905283963857,1071.5905283963857,1071.5905283963857,1071.5905283963857,1071.5905283963857,1071.5905283963857,1071.5905283963857
57,Paraíso,96.28,2017,36,960510.5266113281,4209.05654418834,POINT (331853.5134475856 7391948.422284749),1270.1955681227612,1270.1955681227612,1270.1955681227612,1270.1955681227612,1270.1955681227612,1270.1955681227612,1270.1955681227612,1270.1955681227612,1270.1955681227612,1270.1955681227612,1270.1955681227612,1270.1955681227612,1270.1955681227612,1270.1955681227612,1270.1955681227612,1270.1955681227612,1270.1955681227612,1270.1955681227612,1270.1955681227612,1270.1955681227612,1270.1955681227612,1270.1955681227612,1270.1955681227612,1270.1955681227612,1270.1955681227612
76,Jardins,237.70,2017,36,2371448.063232422,7654.338847497292,POINT (329759.5735776465 7392057.490649157),2600.8443165561957,2600.8443165561957,2600.8443165561957,2600.8443165561957,2537.6793999779597,2537.6793999779597,2537.6793999779597,2537.6793999779597,2537.6793999779597,2537.6793999779597,2537.6793999779597,2537.6793999779597,2537.6793999779597,2537.6793999779597,2537.6793999779597,2537.6793999779597,2384.830409976637,2384.830409976637,2384.830409976637,2384.830409976637,2273.4884493635627,2273.4884493635627,2273.4884493635627,2273.4884493635627,2136.2359296565364
75,Pamplona,51.34,2017,36,512150.2897949219,3130.4550830203393,POINT (330813.67552086344 7392388.238462397),1788.1255956160778,1788.1255956160778,1788.1255956160778,1788.1255956160778,1788.1255956160778,1788.1255956160778,1788.1255956160778,1788.1255956160778,1788.1255956160778,1788.1255956160778,1788.1255956160778,1788.1255956160778,1788.1255956160778,1788.1255956160778,1788.1255956160778,1788.1255956160778,1727.809012514236,1727.809012514236,1727.809012514236,1727.809012514236,1727.809012514236,1727.809012514236,1727.809012514236,1727.809012514236,1676.5270209643986
23,Centro Cultural,33.24,2017,36,331645.0930175781,3139.635156010888,POINT (332711.41050096875 7392708.970608136),1157.7581516819907,1157.7581516819907,1157.7581516819907,1157.7581516819907,1157.7581516819907,1157.7581516819907,1157.7581516819907,1157.7581516819907,1157.7581516819907,1157.7581516819907,1157.7581516819907,1157.7581516819907,1157.7581516819907,1157.7581516819907,1157.7581516819907,1157.7581516819907,1157.7581516819907,1157.7581516819907,1157.7581516819907,1157.7581516819907,1157.7581516819907,1157.7581516819907,1157.7581516819907,1157.7581516819907,1157.7581516819907
22,Pires da Mota,50.03,2017,36,499115.4567871094,4053.6144997187844,POINT (333082.53182671196 7392689.890113052),1272.494862461909,1272.494862461909,1272.494862461909,1272.494862461909,1272.494862461909,1272.494862461909,1272.494862461909,1272.494862461909,1272.494862461909,1272.494862461909,1272.494862461909,1272.494862461909,1272.494862461909,1272.494862461909,1272.494862461909,1272.494862461909,1272.494862461909,1272.494862461909,1272.494862461909,1272.494862461909,1272.494862461909,1272.494862461909,1272.494862461909,1272.494862461909,1272.494862461909
74,Campinas,49.08,2017,36,489673.7785644531,2928.830022590135,POINT (331169.41165880114 7392789.897449213),1567.714111485327,1567.714111485327,1567.714111485327,1567.714111485327,1567.714111485327,1567.714111485327,1567.714111485327,1567.714111485327,1567.714111485327,1567.714111485327,1567.714111485327,1567.714111485327,1567.714111485327,1567.714111485327,1567.714111485327,1567.714111485327,1489.1313863082087,1489.1313863082087,1489.1313863082087,1489.1313863082087,1489.1313863082087,1489.1313863082087,1489.1313863082087,1489.1313863082087,1432.8554956834232
51,Chácara Klabin,97.57,2017,36,973392.3862304688,3935.7242803278687,POINT (334091.6122622548 7390211.005724129),1771.3863175384183,1771.3863175384183,1771.3863175384183,1771.3863175384183,1771.3863175384183,1771.3863175384183,1771.3863175384183,1771.3863175384183,1771.3863175384183,1771.3863175384183,1771.3863175384183,1771.3863175384183,1209.2640910866928,1181.7751383112916,1181.7751383112916,1181.7751383112916,1181.7751383112916,1181.7751383112916,1181.7751383112916,1181.7751383112916,1181.7751383112916,1181.7751383112916,1181.7751383112916,1181.7751383112916,1181.7751383112916
239,Vila São José,177.55,2017,36,1771207.7502441406,5395.283445927825,POINT (335364.37304574833 7390245.084642916),2835.582270925615,2835.582270925615,2835.582270925615,2835.582270925615,2835.582270925615,2835.582270925615,2835.582270925615,2835.582270925615,2835.582270925615,2835.582270925615,2835.582270925615,2835.582270925615,2269.990502281411,2086.0046942993813,2086.0046942993813,2086.0046942993813,1949.926574303951,1949.926574303951,1949.926574303951,1949.926574303951,1949.926574303951,1949.926574303951,1949.926574303951,1949.926574303951,1949.926574303951
236,Ipiranga,91.94,2017,36,917194.9614257812,3983.891695116024,POINT (336444.9291207965 7390483.503770403),3822.8160897689004,3822.8160897689004,3822.8160897689004,3822.8160897689004,3822.8160897689004,3822.8160897689004,3822.8160897689004,3822.8160897689004,3822.8160897689004,3822.8160897689004,3822.8160897689004,3822.8160897689004,3316.754912452948,3092.7000661101556,3092.7000661101556,3092.7000661101556,2324.301338988579,2324.301338988579,2324.301338988579,2324.301338988579,2324.301338988579,2324.301338988579,2324.301338988579,2324.301338988579,2324.301338988579
52,Vila Mariana,59.61,2017,36,594702.1906738281,3572.9566686627213,POINT (333475.3132830081 7390693.078037937),1300.1614267567497,1300.1614267567497,1300.1614267567497,1300.1614267567497,1300.1614267567497,1300.1614267567497,1300.1614267567497,1300.1614267567497,1300.1614267567497,1300.1614267567497,1300.1614267567497,1300.1614267567497,1009.4985494300776,1009.4985494300776,1009.4985494300776,1009.4985494300776,1009.4985494300776,1009.4985494300776,1009.4985494300776,1009.4985494300776,1009.4985494300776,1009.4985494300776,1009.4985494300776,1009.4985494300776,1009.4985494300776
50,Jardim da Glória,88.43,2017,36,882181.1887207031,4220.750097363436,POINT (334545.63549204776 7391060.628733337),2094.572354531807,2094.572354531807,2094.572354531807,2094.572354531807,2094.572354531807,2094.572354531807,2094.572354531807,2094.572354531807,2094.572354531807,2094.572354531807,2094.572354531807,2094.572354531807,1765.7897161147243,1763.4607076865711,1763.4607076865711,1763.4607076865711,1763.4607076865711,1763.4607076865711,1763.4607076865711,1763.4607076865711,1763.4607076865711,1763.4607076865711,1763.4607076865711,1763.4607076865711,1763.4607076865711
241,Vila Independência,170.22,2017,36,1698116.58984375,8983.984391765463,POINT (336689.4767257514 7391256.276100409),3970.2199771630985,3970.2199771630985,3970.2199771630985,3970.2199771630985,3970.2199771630985,3970.2199771630985,3970.2199771630985,3970.2199771630985,3970.2199771630985,3970.2199771630985,3970.2199771630985,3970.2199771630985,3640.697415207681,3489.5705384626576,3489.5705384626576,3489.5705384626576,2689.752757859559,2689.752757859559,2689.752757859559,2689.752757859559,2689.752757859559,2689.752757859559,2689.752757859559,2689.752757859559,2689.752757859559
240,Vila Monumento,165.19,2017,36,1647892.7443847656,6743.6543049647335,POINT (335685.22990989423 7391634.398121139),3111.1750139966925,3111.1750139966925,3111.1750139966925,3111.1750139966925,3111.1750139966925,3111.1750139966925,3111.1750139966925,3111.1750139966925,3111.1750139966925,3111.1750139966925,3111.1750139966925,3111.1750139966925,2863.388513778931,2820.385436642232,2820.385436642232,2820.385436642232,2724.675346019284,2724.675346019284,2724.675346019284,2724.675346019284,2724.675346019284,2724.675346019284,2724.675346019284,2724.675346019284,2724.675346019284
21,Aclimação,113.62,2017,36,1133530.0852050781,5158.129909226703,POINT (333572.2865185363 7392101.722832587),1455.4068722416675,1455.4068722416675,1455.4068722416675,1455.4068722416675,1455.4068722416675,1455.4068722416675,1455.4068722416675,1455.4068722416675,1455.4068722416675,1455.4068722416675,1455.4068722416675,1455.4068722416675,1455.4068722416675,1455.4068722416675,1455.4068722416675,1455.4068722416675,1455.4068722416675,1455.4068722416675,1455.4068722416675,1455.4068722416675,1455.4068722416675,1455.4068722416675,1455.4068722416675,1455.4068722416675,1455.4068722416675
19,Cambuci,140.43,2017,36,1400935.6774902344,5595.062769276284,POINT (334691.17476366996 7392306.767699063),2298.1543632492344,2298.1543632492344,2298.1543632492344,2298.1543632492344,2298.1543632492344,2298.1543632492344,2298.1543632492344,2298.1543632492344,2298.1543632492344,2298.1543632492344,2298.1543632492344,2298.1543632492344,2298.1543632492344,2298.1543632492344,2298.1543632492344,2298.1543632492344,2298.1543632492344,2298.1543632492344,2298.1543632492344,2298.1543632492344,2298.1543632492344,2298.1543632492344,2298.1543632492344,2298.1543632492344,2298.1543632492344
44,Alto da Mooca,141.65,2017,36,1413114.6437988281,7318.44972906634,POINT (337713.02439546987 7392970.520215113),3888.86795777122,3888.86795777122,3888.86795777122,3888.86795777122,3888.86795777122,3888.86795777122,3888.86795777122,3888.86795777122,3888.86795777122,3888.86795777122,3888.86795777122,3888.86795777122,3850.325672291439,3835.2026738016457,3835.2026738016457,3835.2026738016457,3144.8242103480648,3144.8242103480648,3144.8242103480648,3144.8242103480648,3067.9936391155084,3067.9936391155084,3067.9936391155084,3067.9936391155084,3067.9936391155084
27,Bela Vista,93.80,2017,36,935803.1613769531,4645.1001001049,POINT (332134.1960914532 7392904.239126702),1233.0615169974735,1233.0615169974735,1233.0615169974735,1233.0615169974735,1233.0615169974735,1233.0615169974735,1233.0615169974735,1233.0615169974735,1233.0615169974735,1233.0615169974735,1233.0615169974735,1233.0615169974735,1233.0615169974735,1233.0615169974735,1233.0615169974735,1233.0615169974735,1233.0615169974735,1233.0615169974735,1233.0615169974735,1233.0615169974735,1233.0615169974735,1233.0615169974735,1233.0615169974735,1233.0615169974735,1233.0615169974735
78,Oscar Freire,100.01,2017,36,997775.5261230469,4777.934309507788,POINT (329882.43619379844 7393052.771390082),2352.672133269173,2352.672133269173,2352.672133269173,2352.672133269173,2196.039617080793,2196.039617080793,2196.039617080793,2196.039617080793,2196.039617080793,2196.039617080793,2196.039617080793,2196.039617080793,2196.039617080793,2196.039617080793,2196.039617080793,2196.039617080793,1975.8318416275888,1975.8318416275888,1975.8318416275888,1975.8318416275888,1860.877258085005,1860.877258085005,1860.877258085005,1860.877258085005,1582.5033038922106
28,São Carlos do Pinhal,31.03,2017,36,309568.8356933594,2805.3937957154985,POINT (331539.2805068357 7393186.967582779),1430.2265477410442,1430.2265477410442,1430.2265477410442,1430.2265477410442,1430.2265477410442,1430.2265477410442,1430.2265477410442,1430.2265477410442,1430.2265477410442,1430.2265477410442,1430.2265477410442,1430.2265477410442,1430.2265477410442,1430.2265477410442,1430.2265477410442,1430.2265477410442,1359.667260573102,1359.667260573102,1359.667260573102,1359.667260573102,1359.667260573102,1359.667260573102,1359.667260573102,1359.667260573102,1311.063600678367
79,Trianon,59.81,2017,36,596705.1696777344,3882.495942342253,POINT (330387.6888593466 7393467.592917351),1945.1306116050102,1945.1306116050102,1945.1306116050102,1945.1306116050102,1864.3363012553837,1864.3363012553837,1864.3363012553837,1864.3363012553837,1864.3363012553837,1864.3363012553837,1864.3363012553837,1864.3363012553837,1864.3363012553837,1864.3363012553837,1864.3363012553837,1864.3363012553837,1658.0438934893486,1658.0438934893486,1658.0438934893486,1658.0438934893486,1631.4970214690966,1631.4970214690966,1631.4970214690966,1631.4970214690966,1393.2821720740758
24,Liberdade,59.49,2017,36,593503.6420898438,3386.9699195400754,POINT (333084.3272799284 7393554.030691937),1208.3826861085247,1208.3826861085247,1208.3826861085247,1208.3826861085247,1208.3826861085247,1208.3826861085247,1208.3826861085247,1208.3826861085247,1208.3826861085247,1208.3826861085247,1208.3826861085247,1208.3826861085247,1208.3826861085247,1208.3826861085247,1208.3826861085247,1208.3826861085247,1208.3826861085247,1208.3826861085247,1208.3826861085247,1208.3826861085247,1208.3826861085247,1208.3826861085247,1208.3826861085247,1208.3826861085247,1208.3826861085247
29,Masp,57.27,2017,36,571295.564453125,3168.9507742643045,POINT (331162.52680454805 7393690.605942725),1560.4527610394414,1560.4527610394414,1560.4527610394414,1560.4527610394414,1560.4527610394414,1560.4527610394414,1560.4527610394414,1560.4527610394414,1560.4527610394414,1560.4527610394414,1560.4527610394414,1560.4527610394414,1560.4527610394414,1560.4527610394414,1560.4527610394414,1560.4527610394414,1453.4045063709896,1453.4045063709896,1453.4045063709896,1453.4045063709896,1453.4045063709896,1453.4045063709896,1453.4045063709896,1453.4045063709896,1356.6638120094135
26,Bexiga,51.76,2017,36,516342.0656738281,3383.1608369364053,POINT (332378.52600596455 7393712.341624454),1194.0965937165158,1194.0965937165158,1194.0965937165158,1194.0965937165158,1194.0965937165158,1194.0965937165158,1194.0965937165158,1194.0965937165158,1194.0965937165158,1194.0965937165158,1194.0965937165158,1194.0965937165158,1194.0965937165158,1194.0965937165158,1194.0965937165158,1194.0965937165158,1194.0965937165158,1194.0965937165158,1194.0965937165158,1194.0965937165158,1194.0965937165158,1194.0965937165158,1194.0965937165158,1194.0965937165158,1179.364581256565
25,Treze de Maio,42.85,2017,36,427451.2111816406,3506.260478249649,POINT (331761.1751813384 7394051.098652845),1359.630042106539,1359.630042106539,1359.630042106539,1359.630042106539,1359.630042106539,1359.630042106539,1359.630042106539,1359.630042106539,1359.630042106539,1359.630042106539,1359.630042106539,1359.630042106539,1359.630042106539,1359.630042106539,1359.630042106539,1359.630042106539,1339.045392278735,1339.045392278735,1339.045392278735,1339.045392278735,1339.045392278735,1339.045392278735,1339.045392278735,1339.045392278735,1257.033329626665
32,Consolação,57.23,2017,36,570985.3940429688,3812.724162439188,POINT (330523.41073020373 7394104.440070614),1786.9765410163732,1786.9765410163732,1786.9765410163732,1786.9765410163732,1728.482651373656,1728.482651373656,1728.482651373656,1728.482651373656,1728.482651373656,1728.482651373656,1728.482651373656,1728.482651373656,1728.482651373656,1728.482651373656,1728.482651373656,1728.482651373656,1510.9669409056246,1510.9669409056246,1510.9669409056246,1510.9669409056246,1510.9669409056246,1510.9669409056246,1510.9669409056246,1510.9669409056246,1306.6521677045237
3,Praça João Mendes,47.75,2017,36,476397.90869140625,3609.362344734345,POINT (333351.85812579544 7394187.892113699),982.6049690745247,982.6049690745247,982.6049690745247,982.6049690745247,982.6049690745247,982.6049690745247,982.6049690745247,982.6049690745247,982.6049690745247,982.6049690745247,982.6049690745247,982.6049690745247,982.6049690745247,982.6049690745247,982.6049690745247,982.6049690745247,982.6049690745247,982.6049690745247,982.6049690745247,982.6049690745247,982.6049690745247,982.6049690745247,982.6049690745247,982.6049690745247,982.6049690745247
45,Parque da Mooca,381.42,2017,36,3804989.380859375,10257.755253519384,POINT (336922.27179538144 7392763.406339219),3597.6723194078077,3597.6723194078077,3597.6723194078077,3597.6723194078077,3597.6723194078077,3597.6723194078077,3597.6723194078077,3597.6723194078077,3597.6723194078077,3597.6723194078077,3597.6723194078077,3597.6723194078077,3561.167545865081,3553.602777978706,3553.602777978706,3553.602777978706,3091.9814689228906,3091.9814689228906,3091.9814689228906,3091.9814689228906,3091.9814689228906,3091.9814689228906,3091.9814689228906,3091.9814689228906,3091.9814689228906
20,Glicério,108.02,2017,36,1077584.4123535156,5310.821540032191,POINT (333916.5867309838 7393094.38660353),1668.1759631690861,1668.1759631690861,1668.1759631690861,1668.1759631690861,1668.1759631690861,1668.1759631690861,1668.1759631690861,1668.1759631690861,1668.1759631690861,1668.1759631690861,1668.1759631690861,1668.1759631690861,1668.1759631690861,1668.1759631690861,1668.1759631690861,1668.1759631690861,1668.1759631690861,1668.1759631690861,1668.1759631690861,1668.1759631690861,1668.1759631690861,1668.1759631690861,1668.1759631690861,1668.1759631690861,1668.1759631690861
18,Independência,253.75,2017,36,2531372.4606933594,7163.194283949414,POINT (335117.5010529506 7393497.569117573),2152.492260235336,2152.492260235336,2152.492260235336,2152.492260235336,2152.492260235336,2152.492260235336,2152.492260235336,2152.492260235336,2152.492260235336,2152.492260235336,2152.492260235336,2152.492260235336,2152.492260235336,2152.492260235336,2152.492260235336,2152.492260235336,2152.492260235336,2152.492260235336,2152.492260235336,2152.492260235336,2152.492260235336,2152.492260235336,2152.492260235336,2152.492260235336,2152.492260235336
43,Mooca,271.79,2017,36,2711346.94140625,8474.651845386044,POINT (336913.8656597853 7394581.214027706),2815.634042563449,2815.634042563449,2815.634042563449,2815.634042563449,2815.634042563449,2815.634042563449,2815.634042563449,2815.634042563449,2815.634042563449,2815.634042563449,2815.634042563449,2815.634042563449,2815.634042563449,2815.634042563449,2815.634042563449,2815.634042563449,2815.634042563449,2815.634042563449,2815.634042563449,2815.634042563449,2815.634042563449,2815.634042563449,2815.634042563449,2815.634042563449,2815.634042563449
16,Brás,109.08,2017,36,1088196.3796386719,4534.694993083907,POINT (334751.98143242 7394656.714660829),1506.4459701579563,1506.4459701579563,1506.4459701579563,1506.4459701579563,1506.4459701579563,1506.4459701579563,1506.4459701579563,1506.4459701579563,1506.4459701579563,1506.4459701579563,1506.4459701579563,1506.4459701579563,1506.4459701579563,1506.4459701579563,1506.4459701579563,1506.4459701579563,1506.4459701579563,1506.4459701579563,1506.4459701579563,1506.4459701579563,1506.4459701579563,1506.4459701579563,1506.4459701579563,1506.4459701579563,1506.4459701579563
2,Parque Dom Pedro,113.64,2017,36,1133693.2614746094,5714.287628935714,POINT (333628.6368533993 7395293.311603464),975.757000580995,975.757000580995,975.757000580995,975.757000580995,975.757000580995,975.757000580995,975.757000580995,975.757000580995,975.757000580995,975.757000580995,975.757000580995,975.757000580995,975.757000580995,975.757000580995,975.757000580995,975.757000580995,975.757000580995,975.757000580995,975.757000580995,975.757000580995,975.757000580995,975.757000580995,975.757000580995,975.757000580995,975.757000580995
17,Gasômetro,69.35,2017,36,691791.4775390625,3702.4329667726797,POINT (334261.2895394964 7395473.495888721),1302.4428683994165,1302.4428683994165,1302.4428683994165,1302.4428683994165,1302.4428683994165,1302.4428683994165,1302.4428683994165,1302.4428683994165,1302.4428683994165,1302.4428683994165,1302.4428683994165,1302.4428683994165,1302.4428683994165,1302.4428683994165,1302.4428683994165,1302.4428683994165,1302.4428683994165,1302.4428683994165,1302.4428683994165,1302.4428683994165,1302.4428683994165,1302.4428683994165,1302.4428683994165,1302.4428683994165,1302.4428683994165
15,Bresser,76.98,2017,36,767986.0791015625,3623.1231367901114,POINT (335518.681994527 7395343.3535183),1944.7358503404932,1944.7358503404932,1944.7358503404932,1944.7358503404932,1944.7358503404932,1944.7358503404932,1944.7358503404932,1944.7358503404932,1944.7358503404932,1944.7358503404932,1944.7358503404932,1944.7358503404932,1944.7358503404932,1944.7358503404932,1944.7358503404932,1944.7358503404932,1944.7358503404932,1944.7358503404932,1944.7358503404932,1944.7358503404932,1944.7358503404932,1944.7358503404932,1944.7358503404932,1944.7358503404932,1944.7358503404932
41,Belenzinho,180.11,2017,36,1796759.2172851562,6652.811592910447,POINT (337198.3410929231 7395739.882946746),2855.423874874755,2855.423874874755,2855.423874874755,2855.423874874755,2855.423874874755,2855.423874874755,2855.423874874755,2855.423874874755,2855.423874874755,2855.423874874755,2855.423874874755,2855.423874874755,2855.423874874755,2855.423874874755,2855.423874874755,2855.423874874755,2855.423874874755,2855.423874874755,2855.423874874755,2855.423874874755,2855.423874874755,2855.423874874755,2855.423874874755,2855.423874874755,2855.423874874755
14,Oriente,69.88,2017,36,697093.1613769531,3921.574880287238,POINT (335221.73047112924 7395981.0488138385),1910.471601591204,1910.471601591204,1910.471601591204,1910.471601591204,1910.471601591204,1910.471601591204,1910.471601591204,1910.471601591204,1910.471601591204,1910.471601591204,1910.471601591204,1910.471601591204,1910.471601591204,1910.471601591204,1910.471601591204,1910.471601591204,1910.471601591204,1910.471601591204,1910.471601591204,1910.471601591204,1910.471601591204,1910.471601591204,1910.471601591204,1910.471601591204,1910.471601591204
105,Vila Hamburguesa,149.18,2017,36,1488337.3200683594,5965.319192807243,POINT (323729.55570920435 7396381.293541642),7811.473138968783,7811.473138968783,7811.473138968783,7811.473138968783,6932.045331670842,6932.045331670842,6932.045331670842,6932.045331670842,6932.045331670842,6932.045331670842,6932.045331670842,6932.045331670842,6932.045331670842,6932.045331670842,6932.045331670842,6932.045331670842,6411.037697051816,5726.582330302215,5726.582330302215,5726.582330302215,5571.578876121928,5571.578876121928,5571.578876121928,5571.578876121928,5373.254811021912
102,Alto da Lapa,159.95,2017,36,1595783.4294433594,6045.389877594494,POINT (325105.34857378656 7396692.694783363),6571.979319638647,6571.979319638647,6571.979319638647,6571.979319638647,5710.402418254011,5710.402418254011,5710.402418254011,5710.402418254011,5710.402418254011,5710.402418254011,5710.402418254011,5710.402418254011,5710.402418254011,5710.402418254011,5710.402418254011,5710.402418254011,5283.773430605561,4801.849338411642,4801.849338411642,4801.849338411642,4687.33530900219,4687.33530900219,4687.33530900219,4687.33530900219,4634.908181588375
107,Vila Leopoldina,91.65,2017,36,914363.6105957031,4500.271450525187,POINT (323001.2077898636 7397069.298517468),8662.163569064509,8662.163569064509,8662.163569064509,8662.163569064509,7789.905600752801,7789.905600752801,7789.905600752801,7789.905600752801,7789.905600752801,7789.905600752801,7789.905600752801,7789.905600752801,7789.905600752801,7789.905600752801,7789.905600752801,7789.905600752801,7295.627008421075,6628.704839662263,6628.704839662263,6628.704839662263,6482.397206014608,6482.397206014608,6482.397206014608,6482.397206014608,6287.623912678682
104,Bela Aliança,71.35,2017,36,711823.1599121094,4332.0309674396385,POINT (323767.16080337844 7397419.58686092),8036.356829731895,8036.356829731895,8036.356829731895,8036.356829731895,7178.468618417809,7178.468618417809,7178.468618417809,7178.468618417809,7178.468618417809,7178.468618417809,7178.468618417809,7178.468618417809,7178.468618417809,7178.468618417809,7178.468618417809,7178.468618417809,6742.357096018784,6185.150534891845,6185.150534891845,6185.150534891845,6060.646869790397,6060.646869790397,6060.646869790397,6060.646869790397,5974.441917060503
108,Emissário,190.52,2017,36,1892987.6198730469,7719.350495561591,POINT (322412.07897127885 7397609.427817984),9367.700391384775,9367.700391384775,9367.700391384775,9367.700391384775,8501.248582491655,8501.248582491655,8501.248582491655,8501.248582491655,8501.248582491655,8501.248582491655,8501.248582491655,8501.248582491655,8501.248582491655,8501.248582491655,8501.248582491655,8501.248582491655,8024.20270888934,7368.014486509599,7368.014486509599,7368.014486509599,7225.557970148517,7225.557970148517,7225.557970148517,7225.557970148517,7033.7078526094065
103,Gavião Peixoto,68.96,2017,36,687968.5808105469,4242.6638503328395,POINT (324654.7218606049 7397627.993602398),7267.092873260985,7267.092873260985,7267.092873260985,7267.092873260985,6453.989732304744,6453.989732304744,6453.989732304744,6453.989732304744,6453.989732304744,6453.989732304744,6453.989732304744,6453.989732304744,6453.989732304744,6453.989732304744,6453.989732304744,6453.989732304744,6083.100164645749,5652.343561918281,5652.343561918281,5652.343561918281,5553.049648730803,5553.049648730803,5553.049648730803,5553.049648730803,5509.751611814722
98,Vila Anastácio,164.66,2017,36,1642737.9650878906,5601.045673040173,POINT (324693.60807745944 7398432.849776388),7535.933168831903,7535.933168831903,7535.933168831903,7535.933168831903,6790.535654269615,6790.535654269615,6790.535654269615,6790.535654269615,6790.535654269615,6790.535654269615,6790.535654269615,6790.535654269615,6790.535654269615,6790.535654269615,6790.535654269615,6790.535654269615,6473.272165553163,6144.28982464468,6144.28982464468,6144.28982464468,6065.780671715385,6065.780671715385,6065.780671715385,6065.780671715385,6033.110447642259
113,Vila Jaguara,454.34,2017,36,4506506.447753906,12081.819246037792,POINT (321604.8803971922 7398816.020223096),10501.755189135638,10501.755189135638,10501.755189135638,10501.755189135638,9672.008500498352,9672.008500498352,9672.008500498352,9672.008500498352,9672.008500498352,9672.008500498352,9672.008500498352,9672.008500498352,9672.008500498352,9672.008500498352,9672.008500498352,9672.008500498352,9242.988246658873,8639.998877763626,8639.998877763626,8639.998877763626,8510.68758105699,8510.68758105699,8510.68758105699,8510.68758105699,8361.260121322404
138,Limão,171.80,2017,36,1713908.1826171875,5946.437010991616,POINT (328591.1258696479 7399201.535388879),4815.114644310975,4815.114644310975,4815.114644310975,4815.114644310975,4629.965886127931,4629.965886127931,4629.965886127931,4629.965886127931,4629.965886127931,4629.965886127931,4629.965886127931,4629.965886127931,4629.965886127931,4629.965886127931,4629.965886127931,4629.965886127931,4629.965886127931,4629.965886127931,4629.965886127931,4629.965886127931,4629.965886127931,4629.965886127931,4629.965886127931,4629.965886127931,4612.354131266085
127,Freguesia do Ó,485.85,2017,36,4847083.566162109,10322.733288694577,POINT (326747.2796924054 7400390.082143837),6864.714368804472,6864.714368804472,6864.714368804472,6864.714368804472,6525.3108418432,6525.3108418432,6525.3108418432,6525.3108418432,6525.3108418432,6525.3108418432,6525.3108418432,6525.3108418432,6525.3108418432,6525.3108418432,6525.3108418432,6525.3108418432,6499.814378420096,6499.814378420096,6499.814378420096,6499.814378420096,6499.814378420096,6499.814378420096,6499.814378420096,6499.814378420096,6476.254744494343
140,Vila Santa Maria,277.94,2017,36,2772842.4057617188,7879.417519769776,POINT (329355.9496421699 7400812.719249633),5221.676324756178,5221.676324756178,5221.676324756178,5221.676324756178,5162.635571960034,5162.635571960034,5162.635571960034,5162.635571960034,5162.635571960034,5162.635571960034,5162.635571960034,5162.635571960034,5162.635571960034,5162.635571960034,5162.635571960034,5162.635571960034,5162.635571960034,5162.635571960034,5162.635571960034,5162.635571960034,5162.635571960034,5162.635571960034,5162.635571960034,5162.635571960034,5162.635571960034
