,od,ano,valor_m2_vpl,dist_metro
160,5,2010,2108.5105726070155,878.3806785196059
161,5,2011,2096.1758710746194,878.3806785196059
162,5,2012,2107.7518089007804,878.3806785196059
163,5,2013,2098.0876087952997,878.3806785196059
164,5,2014,2098.4896223213445,878.3806785196059
165,5,2015,3626.7513408944556,878.3806785196059
166,5,2016,3586.852421654416,878.3806785196059
167,5,2017,3577.0751942244046,878.3806785196059
168,5,2018,3583.0155703251444,878.3806785196059
169,5,2019,3578.753774745552,845.990935098537
174,6,1995,1154.6651338385,931.5801541999324
175,6,1996,1240.8489320756116,931.5801541999324
176,6,1997,1245.9774178167208,931.5801541999324
177,6,1998,1247.0355769952553,931.5801541999324
178,6,1999,1247.4538948348786,931.5801541999324
179,6,2000,1145.6693464454495,931.5801541999324
180,6,2001,1148.5440162852797,931.5801541999324
181,6,2002,1586.6471157560136,931.5801541999324
182,6,2003,1493.0385801505222,931.5801541999324
183,6,2004,1501.6557827756562,931.5801541999324
184,6,2005,1489.5105361801493,931.5801541999324
185,6,2006,1486.5314687287512,931.5801541999324
186,6,2007,1481.5577759691723,931.5801541999324
187,6,2008,1475.6638759964922,931.5801541999324
188,6,2009,1485.2041075740258,931.5801541999324
189,6,2010,2431.6447603487145,931.5801541999324
190,6,2011,2424.153140685899,931.5801541999324
191,6,2012,2434.29384903171,931.5801541999324
192,6,2013,2423.436266099971,931.5801541999324
193,6,2014,2405.793616853896,931.5801541999324
194,6,2015,4201.3291448084,931.5801541999324
195,6,2016,4141.359414521217,931.5801541999324
196,6,2017,4119.964827308111,931.5801541999324
197,6,2018,4118.199139773283,931.5801541999324
198,6,2019,4106.604257354556,931.5801541999324
203,7,1995,573.502715644288,1254.886846295429
204,7,1996,656.4518195732797,1254.886846295429
205,7,1997,658.8380064240203,1254.886846295429
206,7,1998,660.4615355224196,1254.886846295429
207,7,1999,658.8218378973667,1254.886846295429
208,7,2000,605.6936968405038,1254.886846295429
209,7,2001,605.4435627510537,1254.886846295429
210,7,2002,821.3312900736937,1254.886846295429
211,7,2003,780.5131919038071,1254.886846295429
212,7,2004,774.876774777731,1254.886846295429
213,7,2005,771.0636645894615,1254.886846295429
214,7,2006,761.27545451391,1254.886846295429
215,7,2007,770.1469345784749,1254.886846295429
216,7,2008,766.8719378191159,1254.886846295429
217,7,2009,768.119487863757,1254.886846295429
218,7,2010,1683.9880966548965,1254.886846295429
219,7,2011,1676.6980336251388,1254.886846295429
220,7,2012,1674.2937565249974,1254.886846295429
221,7,2013,1666.9044948307494,1254.886846295429
222,7,2014,1661.2879664603859,1254.886846295429
223,7,2015,2904.152755840044,1254.886846295429
224,7,2016,2868.1438766530814,1254.886846295429
225,7,2017,2860.7804017447706,1254.886846295429
226,7,2018,2861.6510013346074,1254.886846295429
227,7,2019,2853.0526654911864,1254.886846295429
232,8,1995,392.191555271101,2023.7486114721964
233,8,1996,467.678449189821,2023.7486114721964
234,8,1997,472.43978621290455,2023.7486114721964
235,8,1998,471.71099376076506,2023.7486114721964
236,8,1999,473.51743978833764,2023.7486114721964
237,8,2000,437.1505007648504,2023.7486114721964
238,8,2001,436.4968364515899,2023.7486114721964
239,8,2002,471.9558640551039,2023.7486114721964
240,8,2003,451.70427513508696,2023.7486114721964
241,8,2004,448.50321540607155,2023.7486114721964
242,8,2005,447.0411224316129,2023.7486114721964
243,8,2006,446.0932337406455,2023.7486114721964
244,8,2007,445.97300095190525,2023.7486114721964
245,8,2008,443.2740438579136,2023.7486114721964
246,8,2009,442.2008205911675,2023.7486114721964
247,8,2010,755.3816896217929,2023.7486114721964
248,8,2011,751.8557242919043,2023.7486114721964
249,8,2012,750.8588126701569,2023.7486114721964
250,8,2013,747.7332228716662,2023.7486114721964
251,8,2014,742.716408055492,2023.7486114721964
252,8,2015,1305.9942318023268,2023.7486114721964
253,8,2016,1291.8966834031155,2023.7486114721964
254,8,2017,1288.8987721528324,2023.7486114721964
255,8,2018,1289.1342411152225,2023.7486114721964
256,8,2019,1284.415796202053,2023.7486114721964
261,9,1995,203.86249421472158,1634.2992090376642
262,9,1996,273.945084633894,1634.2992090376642
263,9,1997,274.260951225391,1634.2992090376642
264,9,1998,272.8764721179215,1634.2992090376642
265,9,1999,277.92466406881664,1634.2992090376642
266,9,2000,255.26447426311,1634.2992090376642
267,9,2001,255.15805300055774,1634.2992090376642
268,9,2002,423.54189004247553,1634.2992090376642
269,9,2003,402.42778617646826,1634.2992090376642
270,9,2004,399.68968711888294,1634.2992090376642
271,9,2005,396.9108432700835,1634.2992090376642
272,9,2006,390.10808445955485,1634.2992090376642
273,9,2007,390.0082202442421,1634.2992090376642
274,9,2008,390.90294462410463,1634.2992090376642
275,9,2009,395.9400985935691,1634.2992090376642
276,9,2010,532.3532554956944,1634.2992090376642
277,9,2011,529.5728236727887,1634.2992090376642
278,9,2012,528.6622260677243,1634.2992090376642
279,9,2013,526.1796839663779,1634.2992090376642
280,9,2014,523.9816087479263,1634.2992090376642
281,9,2015,923.8530379996745,1634.2992090376642
282,9,2016,909.9701827100124,1634.2992090376642
283,9,2017,907.0808251092067,1634.2992090376642
284,9,2018,907.796279398479,1634.2992090376642
285,9,2019,904.8790511629585,1634.2992090376642
290,10,1995,224.70759181843044,1928.5903620323668
291,10,1996,237.50524496892155,1928.5903620323668
292,10,1997,252.68076505184834,1928.5903620323668
293,10,1998,253.54773677429728,1928.5903620323668
294,10,1999,257.0196905934161,1928.5903620323668
295,10,2000,235.9329271546606,1928.5903620323668
296,10,2001,248.72107658058187,1928.5903620323668
297,10,2002,318.7464828343007,1928.5903620323668
298,10,2003,303.33904810056913,1928.5903620323668
299,10,2004,300.7175597809083,1928.5903620323668
300,10,2005,299.0902140475067,1928.5903620323668
301,10,2006,298.9224261907887,1928.5903620323668
302,10,2007,298.50026699797644,1928.5903620323668
303,10,2008,296.65332089350625,1928.5903620323668
304,10,2009,296.653243801618,1928.5903620323668
305,10,2010,401.3255394646003,1928.5903620323668
306,10,2011,399.427020513996,1928.5903620323668
307,10,2012,398.73075885283595,1928.5903620323668
308,10,2013,396.68780999474683,1928.5903620323668
309,10,2014,395.25230407677986,1928.5903620323668
310,10,2015,683.3460943983443,1928.5903620323668
311,10,2016,675.5534420158785,1928.5903620323668
312,10,2017,673.4205336918121,1928.5903620323668
313,10,2018,673.4046843579341,1928.5903620323668
314,10,2019,671.3124100714161,1928.5903620323668
319,11,1995,428.66399084786826,2419.090942141889
320,11,1996,459.8726853076084,2419.090942141889
321,11,1997,462.20108895507997,2419.090942141889
322,11,1998,463.60297398225737,2419.090942141889
323,11,1999,463.9590101898887,2419.090942141889
324,11,2000,425.9677107487506,2419.090942141889
325,11,2001,426.34351288594814,2419.090942141889
326,11,2002,527.7784484212154,2419.090942141889
327,11,2003,497.6472846221185,2419.090942141889
328,11,2004,496.80017836148204,2419.090942141889
329,11,2005,494.56723858901876,2419.090942141889
330,11,2006,493.6592995185549,2419.090942141889
331,11,2007,488.6442870989674,2419.090942141889
332,11,2008,491.33523340718347,2419.090942141889
333,11,2009,488.8205838219567,2419.090942141889
334,11,2010,627.1018182526547,2419.090942141889
335,11,2011,623.9843637390667,2419.090942141889
336,11,2012,616.5867583379274,2419.090942141889
337,11,2013,613.6050502125361,2419.090942141889
338,11,2014,611.1966915995913,2419.090942141889
339,11,2015,1092.9257286777374,2419.090942141889
340,11,2016,1059.6143102603564,2419.090942141889
341,11,2017,1056.7190803099504,2419.090942141889
342,11,2018,1044.6967589750739,2419.090942141889
343,11,2019,1041.8064483627252,2419.090942141889
348,12,1995,502.58942916132764,1925.703324832364
349,12,1996,575.9301773768822,1925.703324832364
350,12,1997,578.1192127073238,1925.703324832364
351,12,1998,577.2356030892813,1925.703324832364
352,12,1999,578.3284894178088,1925.703324832364
353,12,2000,531.7652703870511,1925.703324832364
354,12,2001,532.2924048951226,1925.703324832364
355,12,2002,684.8951371783558,1925.703324832364
356,12,2003,651.4008017386169,1925.703324832364
357,12,2004,647.0872370195805,1925.703324832364
358,12,2005,633.1655023392241,1925.703324832364
359,12,2006,642.0869180743964,1925.703324832364
360,12,2007,641.6916978884975,1925.703324832364
361,12,2008,638.4240445636084,1925.703324832364
362,12,2009,639.0621278226449,1925.703324832364
363,12,2010,1113.1948434250453,1925.703324832364
364,12,2011,1108.3936455733249,1925.703324832364
365,12,2012,1107.5884238244519,1925.703324832364
366,12,2013,1101.8789004990176,1925.703324832364
367,12,2014,1097.98831658342,1925.703324832364
368,12,2015,1922.755105696035,1925.703324832364
369,12,2016,1902.1300582723586,1925.703324832364
370,12,2017,1881.4903358483843,1925.703324832364
371,12,2018,1899.119070658509,1925.703324832364
372,12,2019,1889.3590611170368,1925.703324832364
377,13,1995,917.6370139114929,1512.660569330541
378,13,1996,1010.5606300532135,1512.660569330541
379,13,1997,1012.348822834426,1512.660569330541
380,13,1998,1014.5137247119777,1512.660569330541
381,13,1999,997.2370661570591,1512.660569330541
382,13,2000,931.6589330392072,1512.660569330541
383,13,2001,932.9500719157003,1512.660569330541
384,13,2002,1071.8775242050076,1512.660569330541
385,13,2003,1018.867687002226,1512.660569330541
386,13,2004,1011.3986696094026,1512.660569330541
387,13,2005,1004.341230491601,1512.660569330541
388,13,2006,1001.9050007202486,1512.660569330541
389,13,2007,989.1218571320492,1512.660569330541
390,13,2008,997.6739215362547,1512.660569330541
391,13,2009,1010.927252157871,1512.660569330541
392,13,2010,1914.5830822463204,1512.660569330541
393,13,2011,1903.9534461971703,1512.660569330541
394,13,2012,1903.921355962723,1512.660569330541
395,13,2013,1894.2814478055184,1512.660569330541
396,13,2014,1867.2299204512783,1512.660569330541
397,13,2015,3231.4279534894713,1512.660569330541
398,13,2016,3276.5641071335403,1512.660569330541
399,13,2017,3268.736628042639,1512.660569330541
400,13,2018,3271.414627462671,1512.660569330541
401,13,2019,3202.10891981727,1512.660569330541
406,14,1995,930.9389172697066,1910.471601591204
407,14,1996,965.8833624472032,1910.471601591204
408,14,1997,973.3461637214268,1910.471601591204
409,14,1998,978.7798816415253,1910.471601591204
410,14,1999,967.1126552169258,1910.471601591204
411,14,2000,895.1868640827429,1910.471601591204
412,14,2001,895.7757825168102,1910.471601591204
413,14,2002,982.2538190337496,1910.471601591204
414,14,2003,933.3219257804723,1910.471601591204
415,14,2004,927.0286138858969,1910.471601591204
416,14,2005,922.4944844328699,1910.471601591204
417,14,2006,920.7980853838216,1910.471601591204
418,14,2007,920.8911410387099,1910.471601591204
419,14,2008,917.2087280267909,1910.471601591204
420,14,2009,917.2355824043415,1910.471601591204
421,14,2010,2365.5409610747274,1910.471601591204
422,14,2011,2354.5832354799677,1910.471601591204
423,14,2012,2355.1777336935966,1910.471601591204
424,14,2013,2343.181628568809,1910.471601591204
425,14,2014,2333.9898831941346,1910.471601591204
426,14,2015,4116.9201167423735,1910.471601591204
427,14,2016,4072.8201697149743,1910.471601591204
428,14,2017,4062.9460378368217,1910.471601591204
429,14,2018,4064.854218061745,1910.471601591204
430,14,2019,4049.53323775006,1910.471601591204
435,15,1995,701.934075993442,1944.7358503404928
436,15,1996,833.3413001075673,1944.7358503404928
437,15,1997,837.3288196894064,1944.7358503404928
438,15,1998,840.4791915260956,1944.7358503404928
439,15,1999,840.27060187001,1944.7358503404928
440,15,2000,771.6565281566635,1944.7358503404928
441,15,2001,770.9682219212184,1944.7358503404928
442,15,2002,898.851077523805,1944.7358503404928
443,15,2003,855.6775876299612,1944.7358503404928
444,15,2004,849.4143708105652,1944.7358503404928
445,15,2005,844.2447417391161,1944.7358503404928
446,15,2006,841.6138688892111,1944.7358503404928
447,15,2007,841.0411573592642,1944.7358503404928
448,15,2008,837.3633476739407,1944.7358503404928
449,15,2009,838.7967916023314,1944.7358503404928
450,15,2010,1072.8878667463443,1944.7358503404928
451,15,2011,1067.9051936075944,1944.7358503404928
452,15,2012,1069.3805710413556,1944.7358503404928
453,15,2013,1064.1925145168605,1944.7358503404928
454,15,2014,1060.4782019518736,1944.7358503404928
455,15,2015,1837.2717176631354,1944.7358503404928
456,15,2016,1801.4712112567381,1944.7358503404928
457,15,2017,1796.1065318958488,1944.7358503404928
458,15,2018,1796.3814774987125,1944.7358503404928
459,15,2019,1791.340998869037,1944.7358503404928
464,16,1995,675.5958284011627,1506.4459701579565
465,16,1996,698.6299735466525,1506.4459701579565
466,16,1997,705.4473197840243,1506.4459701579565
467,16,1998,707.3895067134979,1506.4459701579565
468,16,1999,705.5863437911624,1506.4459701579565
469,16,2000,647.2533704969222,1506.4459701579565
470,16,2001,647.6382340971829,1506.4459701579565
471,16,2002,759.7503134935113,1506.4459701579565
472,16,2003,722.534259553638,1506.4459701579565
473,16,2004,719.5902550153073,1506.4459701579565
474,16,2005,715.4927339220325,1506.4459701579565
475,16,2006,714.1417213494154,1506.4459701579565
476,16,2007,713.669350420667,1506.4459701579565
477,16,2008,710.9873284439807,1506.4459701579565
478,16,2009,711.0425089776231,1506.4459701579565
479,16,2010,784.5621395409147,1506.4459701579565
480,16,2011,808.2642648861727,1506.4459701579565
481,16,2012,807.4405417791841,1506.4459701579565
482,16,2013,804.0328431291281,1506.4459701579565
483,16,2014,801.1053426002219,1506.4459701579565
484,16,2015,1400.3572163187978,1506.4459701579565
485,16,2016,1381.7110446716429,1506.4459701579565
486,16,2017,1379.832454531874,1506.4459701579565
487,16,2018,1380.510876099777,1506.4459701579565
488,16,2019,1378.0148937573929,1506.4459701579565
493,17,1995,767.9636203218229,1302.4428683994165
494,17,1996,892.7944592430867,1302.4428683994165
495,17,1997,896.6134540571582,1302.4428683994165
496,17,1998,899.0421585626609,1302.4428683994165
497,17,1999,898.4314208427854,1302.4428683994165
498,17,2000,825.0315244842726,1302.4428683994165
499,17,2001,825.6352346027915,1302.4428683994165
500,17,2002,886.7371365963432,1302.4428683994165
501,17,2003,841.5518868108845,1302.4428683994165
502,17,2004,836.0073933744177,1302.4428683994165
503,17,2005,831.3935029155556,1302.4428683994165
504,17,2006,797.9818678814689,1302.4428683994165
505,17,2007,824.4112789303858,1302.4428683994165
506,17,2008,820.5051075462613,1302.4428683994165
507,17,2009,821.0107574042256,1302.4428683994165
508,17,2010,990.1399446940591,1302.4428683994165
509,17,2011,986.3366377201481,1302.4428683994165
510,17,2012,984.8767998787566,1302.4428683994165
511,17,2013,979.9859253508465,1302.4428683994165
512,17,2014,976.5261819262356,1302.4428683994165
513,17,2015,1712.3508992058912,1302.4428683994165
514,17,2016,1694.155999307531,1302.4428683994165
515,17,2017,1682.640523349049,1302.4428683994165
516,17,2018,1683.378841378399,1302.4428683994165
517,17,2019,1678.6663945591265,1302.4428683994165
522,18,1995,546.5430206669234,2152.492260235336
523,18,1996,589.4273493267739,2152.492260235336
524,18,1997,564.6907207149499,2152.492260235336
525,18,1998,589.5099227330678,2152.492260235336
526,18,1999,590.9308345585218,2152.492260235336
527,18,2000,541.113608310615,2152.492260235336
528,18,2001,542.217580018717,2152.492260235336
529,18,2002,713.6312632117664,2152.492260235336
530,18,2003,678.2867136319336,2152.492260235336
531,18,2004,670.5936290606854,2152.492260235336
532,18,2005,652.3284198206567,2152.492260235336
533,18,2006,668.1581303349791,2152.492260235336
534,18,2007,668.3925003454794,2152.492260235336
535,18,2008,665.2344847151759,2152.492260235336
536,18,2009,666.0375924421201,2152.492260235336
537,18,2010,676.9395559262704,2152.492260235336
538,18,2011,674.1015774035365,2152.492260235336
539,18,2012,673.0712557794718,2152.492260235336
540,18,2013,669.7509011575409,2152.492260235336
541,18,2014,667.211109963924,2152.492260235336
542,18,2015,1170.4998988951024,2152.492260235336
543,18,2016,1156.9551606021514,2152.492260235336
544,18,2017,1153.58025708946,2152.492260235336
545,18,2018,1151.9426809449046,2152.492260235336
546,18,2019,1150.0818000563968,2152.492260235336
551,19,1995,644.7889523101013,2298.1543632492344
552,19,1996,824.9686989149887,2298.1543632492344
553,19,1997,829.1219672279541,2298.1543632492344
554,19,1998,829.9345236741109,2298.1543632492344
555,19,1999,831.6221056201447,2298.1543632492344
556,19,2000,763.1888783532626,2298.1543632492344
557,19,2001,763.9916146003058,2298.1543632492344
558,19,2002,1085.2546294006959,2298.1543632492344
559,19,2003,1040.9492658511424,2298.1543632492344
560,19,2004,1021.2468893827181,2298.1543632492344
561,19,2005,1015.0707787136274,2298.1543632492344
562,19,2006,1013.5383819892952,2298.1543632492344
563,19,2007,1011.9414291573873,2298.1543632492344
564,19,2008,1007.6373069962752,2298.1543632492344
565,19,2009,1008.7125104344,2298.1543632492344
566,19,2010,1169.4913330270426,2298.1543632492344
567,19,2011,1164.527326695985,2298.1543632492344
568,19,2012,1163.51773644864,2298.1543632492344
569,19,2013,1157.9463459443455,2298.1543632492344
570,19,2014,1153.653067587978,2298.1543632492344
571,19,2015,1977.4693319054008,2298.1543632492344
572,19,2016,1954.0169982572647,2298.1543632492344
573,19,2017,1948.1983979554523,2298.1543632492344
574,19,2018,1947.9579979041164,2298.1543632492344
575,19,2019,1942.7374486293354,2298.1543632492344
580,20,1995,719.7831502476553,1668.175963169086
581,20,1996,789.2697664620389,1668.175963169086
582,20,1997,791.4692180481361,1668.175963169086
583,20,1998,794.9806975691558,1668.175963169086
584,20,1999,798.3780153854276,1668.175963169086
585,20,2000,732.8698094799776,1668.175963169086
586,20,2001,731.4491336611839,1668.175963169086
587,20,2002,979.0528447754872,1668.175963169086
588,20,2003,930.4146562599333,1668.175963169086
589,20,2004,924.1513365643224,1668.175963169086
590,20,2005,924.1287080976755,1668.175963169086
591,20,2006,916.9279133406525,1668.175963169086
592,20,2007,916.4292753573465,1668.175963169086
593,20,2008,912.6833561480814,1668.175963169086
594,20,2009,913.9537345498815,1668.175963169086
595,20,2010,1002.1739704253941,1668.175963169086
596,20,2011,999.2567567083103,1668.175963169086
597,20,2012,997.8823683109205,1668.175963169086
598,20,2013,992.7753697783021,1668.175963169086
599,20,2014,989.6523728463322,1668.175963169086
600,20,2015,1718.6714906254683,1668.175963169086
601,20,2016,1702.0024571669949,1668.175963169086
602,20,2017,1696.3466593836374,1668.175963169086
603,20,2018,1696.718377532995,1668.175963169086
604,20,2019,1692.0312343825528,1668.175963169086
609,21,1995,1166.1578219419966,1455.4068722416675
610,21,1996,1322.7735329400189,1455.4068722416675
611,21,1997,1326.4986631137485,1455.4068722416675
612,21,1998,1328.4411411520307,1455.4068722416675
613,21,1999,1328.1667474340538,1455.4068722416675
614,21,2000,1220.1800186973157,1455.4068722416675
615,21,2001,1222.1252967388157,1455.4068722416675
616,21,2002,1312.457985190568,1455.4068722416675
617,21,2003,1247.91260967365,1455.4068722416675
618,21,2004,1238.3682241026904,1455.4068722416675
619,21,2005,1230.4710884118776,1455.4068722416675
620,21,2006,1229.3050854711466,1455.4068722416675
621,21,2007,1229.5822386795853,1455.4068722416675
622,21,2008,1223.0145748391244,1455.4068722416675
623,21,2009,1224.1213235088273,1455.4068722416675
624,21,2010,1500.7463170236617,1455.4068722416675
625,21,2011,1493.3373853959192,1455.4068722416675
626,21,2012,1492.294151254576,1455.4068722416675
627,21,2013,1485.8795635777142,1455.4068722416675
628,21,2014,1482.1870469228186,1455.4068722416675
629,21,2015,2543.861377901179,1455.4068722416675
630,21,2016,2522.328294044353,1455.4068722416675
631,21,2017,2512.0230462243712,1455.4068722416675
632,21,2018,2511.666781463198,1455.4068722416675
633,21,2019,2504.740292785417,1455.4068722416675
638,22,1995,1014.8859811027065,1272.494862461909
639,22,1996,1129.8631583184697,1272.494862461909
640,22,1997,1134.6422675119384,1272.494862461909
641,22,1998,1135.1191314813286,1272.494862461909
642,22,1999,1134.9878422815254,1272.494862461909
643,22,2000,1039.4590824614706,1272.494862461909
644,22,2001,1043.1932066183876,1272.494862461909
645,22,2002,1329.856097099382,1272.494862461909
646,22,2003,1264.4055291782458,1272.494862461909
647,22,2004,1255.4865594999512,1272.494862461909
648,22,2005,1247.0777326975854,1272.494862461909
649,22,2006,1244.1508681437026,1272.494862461909
650,22,2007,1243.7268922659543,1272.494862461909
651,22,2008,1238.382058101697,1272.494862461909
652,22,2009,1239.76374437224,1272.494862461909
653,22,2010,1510.291608784885,1272.494862461909
654,22,2011,1502.7696352154376,1272.494862461909
655,22,2012,1499.599021120054,1272.494862461909
656,22,2013,1489.32732761779,1272.494862461909
657,22,2014,1489.187301479238,1272.494862461909
658,22,2015,2593.4592074988927,1272.494862461909
659,22,2016,2578.222477169054,1272.494862461909
660,22,2017,2544.965835764889,1272.494862461909
661,22,2018,2539.874953881789,1272.494862461909
662,22,2019,2535.4986055869826,1272.494862461909
667,23,1995,898.5255262102798,1157.7581516819907
668,23,1996,941.4103333973065,1157.7581516819907
669,23,1997,944.9699006103514,1157.7581516819907
670,23,1998,947.0875511620078,1157.7581516819907
671,23,1999,947.0186896167227,1157.7581516819907
672,23,2000,869.8861013127687,1157.7581516819907
673,23,2001,872.2370167454532,1157.7581516819907
674,23,2002,1082.372842694971,1157.7581516819907
675,23,2003,1028.871658176865,1157.7581516819907
676,23,2004,1023.3903076349737,1157.7581516819907
677,23,2005,1018.6534369306705,1157.7581516819907
678,23,2006,1019.1584821614634,1157.7581516819907
679,23,2007,1021.2643694401921,1157.7581516819907
680,23,2008,1014.265984810162,1157.7581516819907
681,23,2009,1017.1470278338641,1157.7581516819907
682,23,2010,1150.6319977260678,1157.7581516819907
683,23,2011,1317.3824139711803,1157.7581516819907
684,23,2012,1315.9250601649458,1157.7581516819907
685,23,2013,1311.1531867078359,1157.7581516819907
686,23,2014,1306.389661011283,1157.7581516819907
687,23,2015,2271.1845817776916,1157.7581516819907
688,23,2016,2242.167536632979,1157.7581516819907
689,23,2017,2235.952965050609,1157.7581516819907
690,23,2018,2235.683306474254,1157.7581516819907
691,23,2019,2236.8122376139063,1157.7581516819907
696,24,1995,1129.9958860743866,1208.3826861085247
697,24,1996,1130.821057331657,1208.3826861085247
698,24,1997,1134.6675541014115,1208.3826861085247
699,24,1998,1113.941137321327,1208.3826861085247
700,24,1999,1108.872272053834,1208.3826861085247
701,24,2000,1035.9719500112815,1208.3826861085247
702,24,2001,1016.1807230003875,1208.3826861085247
703,24,2002,1376.5321586148643,1208.3826861085247
704,24,2003,1313.130086369862,1208.3826861085247
705,24,2004,1315.777563098456,1208.3826861085247
706,24,2005,1308.6446218945748,1208.3826861085247
707,24,2006,1306.5553957878021,1208.3826861085247
708,24,2007,1348.7459558164937,1208.3826861085247
