Zona ,Nome,População,Escolares,Empregos,Área (ha),Per Capita,cluster
80,Jardim Paulistano,0.1049565529275774,0.0619673583198757,0.272683690983113,0.003515949830401,0.5360204440491781,35
81,Jardim Europa,0.0674267718585902,0.0122651655952171,0.4121126273050485,0.0109414312665198,0.9061022589879796,19
82,Pinheiros,0.0600284550489043,0.2237077379852276,0.7429931624211786,0.0071960104732536,0.3868738595830319,8
83,Vila Madalena,0.1187297260211189,0.0968708039611798,0.2751372027336872,0.0077902905365251,0.6225733812715362,35
84,PUC,0.0882517482173827,0.1676152481234949,0.1263134114936264,0.0026044599066983,0.8118778709548371,10
85,Cardoso de Almeida,0.0268267877007257,0.0382008606091182,0.0322552231869873,0.0022517282253902,0.7242015963141003,21
86,Zequinha de Abreu,0.0198762354591285,0.0093119139213853,0.0386275438743831,0.0017622375337057,0.6014434368442855,21
87,Sumaré,0.0871697152409884,0.0488049806322576,0.1073215007340375,0.0049432165932371,0.6312749587605944,21
88,Perdizes,0.2417555761817277,0.0928992749438738,0.2386412462975467,0.0059836507267231,0.6000181100852933,35
89,Vila Anglo Brasileira,0.0745851714353815,0.01161000945678,0.0538625496465189,0.0028104864677847,0.5385989215043576,0
90,Pompéia,0.0705289242598854,0.0483026519658227,0.0964059347789232,0.0021313092526173,0.803582168008701,10
91,Santa Marina,0.0125259180114691,0.3327902214255716,0.2414444354573214,0.0104917250142176,0.1918439374537038,22
92,Barra Funda,0.0017269779764081,0.0189728690354572,0.1279145071379646,0.0041990344458649,0.3128201535400302,27
93,Francisco Matarazzo,0.0481421558143915,1.0,0.3018015984733365,0.0037344090287943,0.5134509393109292,4
94,Água Branca,0.0212834058100258,0.0735488985935404,0.1935947447054185,0.0025259566825603,0.5257461189735484,35
95,Vila Beatriz,0.0941149365876403,0.0681092640416936,0.0954902952719577,0.0065239376222616,0.5470588328265418,0
96,Alto de Pinheiros,0.0384358989005199,0.0662449770632984,0.1185515740034615,0.0089930593914188,0.7283760367682074,21
97,Boaçava,0.0885342604287479,0.0288256228190631,0.1379502524363266,0.0111694813565499,0.6214848198454078,21
98,Vila Anastácio,0.0130695943218416,0.0147653621088744,0.0841274971292599,0.0058490230255995,0.3084269952858983,27
99,Lapa de Baixo,0.0432810388955662,0.0314936083645117,0.226996003063451,0.0086207907086283,0.3528581259738209,28
100,Lapa,0.1031602809082905,0.3056581516527418,0.4000015885321314,0.0080002244979079,0.492232277118231,5
101,Vila Ipojuca,0.1165070225462258,0.0648929119940983,0.1087744678159461,0.0059843611631407,0.536498512050374,0
102,Alto da Lapa,0.0673894542692958,0.0551853514875208,0.0809177414994258,0.005681715249269,0.5233840862373542,0
103,Gavião Peixoto,0.0139757250047724,0.0301442462118419,0.0289180916941082,0.0024495847676748,0.4780564775294585,0
104,Bela Aliança,0.0376523817446574,0.0566702839072221,0.035795870548595,0.0025344819195707,0.6528328525260313,21
105,Vila Hamburguesa,0.0769624518597552,0.1120584950609802,0.1634235509063364,0.0052991452384242,0.5438308359199172,35
106,CEASA,0.0208996307407278,0.0009546077361675,0.2073752988675001,0.0070255057330442,0.1080154353949654,15
107,Vila Leopoldina,0.0810879733528067,0.1608318590301442,0.1271277854529548,0.0032555748833729,0.6603875797928368,21
108,Emissário,0.0183944413483152,0.0069139779808755,0.1538405436340523,0.0067676173134775,0.2229326307878881,15
109,Vila Zatt,0.6402504478785217,0.4219577750320879,0.340303763077021,0.0433444362704787,0.2021497699909713,2
110,Pirituba,0.2689128139060267,0.1911157200421373,0.1694398515422576,0.0173673286631611,0.2795052678221669,24
111,São Domingos,0.2714286411855754,0.1464064253764742,0.175439874671727,0.0206651745133776,0.2934121951005056,24
112,Jardim Mutinga,0.1873664005935386,0.0980008058113452,0.1374098841439767,0.0146339245466794,0.1651191296081779,3
113,Vila Jaguara,0.1287451327769847,0.1237940237690529,0.1818228277827683,0.016138984097236,0.2473743967562321,28
114,Parque do Jaraguá,0.0,0.0,0.0020850122772249,0.0173744330273365,0.0,37
115,Nova Jaraguá,0.2616798161526683,0.2323330123956082,0.1265292312439332,0.0276281618416785,0.1393240225520623,24
116,Parada de Taipas,0.8416724781312597,0.7435010798069549,0.3185136017526634,0.0551739130589225,0.1602147403611391,14
117,Parque Morro Doce,0.3416376679001613,0.2148075939416379,0.1636770426161368,0.0542475039704515,0.1596321549382984,12
118,Anhanguera,0.0892911528350186,0.0595871316605716,0.0396540274149449,0.0643936016675363,0.1832055013962601,3
119,Perus,0.4650366555347736,0.4301029633857678,0.1382466801579792,0.0841558114942218,0.1367531261932312,11
120,Vista Alegre,0.0,0.0,0.0,0.0263738863465132,0.0,37
121,Jardim Damasceno,0.48117106151888,0.2513266108183438,0.1552867176734906,0.0203799342917357,0.1515354543664157,12
122,Vila Souza,0.2662583285471388,0.1425050278272734,0.0951038211289251,0.0078453493588844,0.1146394985598118,1
123,Vila Terezinha,0.3894548167742807,0.2117371546684505,0.0950877946144542,0.0089081622395229,0.1439268097532225,12
124,Brasilândia,0.3457473357345018,0.3610461367819404,0.174763222111464,0.0113058851487174,0.1923473405003152,11
125,Vila Morro Grande,0.2803674135918387,0.1981728983985222,0.1224216099973559,0.014672998549644,0.1813223988892057,1
126,Itaberaba,0.181647155074358,0.1049131190321404,0.1190544936051779,0.0073679360862981,0.2403429595513444,3
127,Freguesia do Ó,0.2875151973782766,0.226466895129228,0.1968383081304771,0.0172582766730688,0.2771055241841936,24
128,Carandiru,0.0095623374588497,0.0604848691307373,0.1355097597778927,0.0013508948479506,0.3867534765522181,28
129,Santana,0.0244975004913862,0.0660456316264936,0.1430911497589321,0.0019309661828713,0.3673817009698054,28
130,Zaki Narchi,0.0174510016027779,0.0164374858592939,0.0381896235141299,0.0025334162649444,0.1455940678860566,7
131,Tietê,0.0065401295467609,0.0774944473643963,0.1079479891780798,0.0027920151209287,0.2697345899288203,27
132,Parque Anhembi,0.0,0.0408833867071798,0.0383116694816788,0.0111368012813431,0.0,37
133,Alfredo Pujol,0.1942423294667419,0.15123753716938,0.2015580505297492,0.0076396780160068,0.4966695005450587,13
134,Santa Terezinha,0.153653059176251,0.1685480730588034,0.1455426729023312,0.008918818785786,0.3679956367917008,28
135,Jardim São Paulo,0.2034155829820574,0.1495996980140614,0.17264805934858,0.0103450198939957,0.3833485006234385,13
136,Casa Verde,0.1736038702688616,0.1891640223123675,0.2322856358466448,0.0115570244223175,0.2703553855957957,16
137,Parque Peruche,0.2848393014153913,0.1396035978735014,0.2067177923172135,0.0139199359470525,0.246411724250832,16
